ref_line	ref_widx	storr	benloew	boeckh	bothe	brown	colonna	dain	dawe	griffith	hermann	jebb	lj	pearson	reinhardt
992	5465	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ
992	5466	τῷ	τῷ	τῷ	τῷ	τῶι	τῷ	τῷ	τῶι	τῶι	τῷ	τῷ	τῷ	τῷ	τῶι
992	5467	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει	μάντει
992	5468	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.	πιθοῦ.
993	5469	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν	οὔκουν
993	5470	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος	πάρος
993	5471	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε
993	5472	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς
993	5473	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν	ἀπεστάτουν
993	5474	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.	φρενός.
994	5475	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ	τοιγὰρ
994	5476	διʼ	δι᾽	δι’	δι᾽	δι᾽	δι’	δι'	δι᾽	δι᾽	δι᾿	δι’	δι᾿	δι’	δι᾽
994	5477	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς	ὀρθῆς
994	5478	τήνδʼ	τήνδε	τήνδε	τήνδ᾽	τήνδε	τήνδε	τήνδ’	τήνδε	τήνδ᾽	τήνδε	τήνδ᾽	τήνδ᾿	τήνδε	τήνδε
994	5479	ἐναυκλήρεις	ναυκληρεῖς	ναυκληρεῖς	ἐναυκλήρεις	ναυκληρεῖς	ναυκληρεῖς	ἐναυκλήρεις	ναυκληρεῖς	ἐναυκλήρεις	ναυκληρεῖς	ἐναυκλήρεις	ἐναυκλήρεις	ναυκληρεῖς	ναυκληρεῖς
994	5480	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.	πόλιν.
995	5481	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω	ἔχω
995	5482	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς	πεπονθὼς
995	5483	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν	μαρτυρεῖν
995	5484	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.	ὀνήσιμα.
996	5485	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει	φρόνει
996	5486	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς	βεβὼς
996	5487	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ	αὖ
996	5488	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν	νῦν
996	5489	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ
996	5490	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ	ξυροῦ
996	5491	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.	τύχης.
997	5492	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί
997	5493	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
997	5494	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἐστίν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;	ἔστιν;
997	5495	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς
997	5496	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ
997	5497	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
997	5498	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν	σὸν
997	5499	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω	φρίσσω
997	5500	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.	στόμα.
998	5501	γνώσει,	γνώσει,	γνώσει	γνώσει,	γνώσηι,	γνώσῃ,	γνώσῃ,	γνώσηι,	γνώσηι,	γνώσει,	γνώσει,	γνώσῃ,	γνώσῃ,	γνώσηι,
998	5502	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης	τέχνης
998	5503	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα	σημεῖα
998	5504	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς
998	5505	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς	ἐμῆς
998	5506	κλύων.	κλύων.	κλύων.	κλύων.	κλυών.	κλύων.	κλύων.	κλύων·	κλυών.	κλύων.	κλύων.	κλυών.	κλύων.	κλύων.
999	5507	εἰς	ἐς	ἐς	εἰς	εἰς	εἰς	εἰς	εἰς	ἐς	εἰς	εἰς	ἐς	ἐς	εἰς
999	5508	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
999	5509	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν	παλαιὸν
999	5510	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον	θᾶκον
999	5511	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον	ὀρνιθοσκόπον
1000	5512	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,	ἵζων,
1000	5513	ἵνʼ	ἵν᾽	ἵν᾽	ἵν᾿	ἵν᾽	ἵν'	ἵν’	ἵν᾽	ἵν’	ἵν’	ἵν᾿	ἵν᾿	ἵν᾽	ἵν᾽
1000	5514	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν	ἦν
1000	5515	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι	μοι
1000	5516	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς	παντὸς,	παντὸς	παντὸς
1000	5517	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ	οἰωνοῦ
1000	5518	λιμήν,	λιμὴν,	λιμήν,	λιμὴν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,	λιμήν,
1001	5519	ἀγνῶτʼ	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ’	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾽	ἀγνῶτ᾿	ἀγνῶτ᾽	ἀγνῶτ᾽
1001	5520	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω	ἀκούω
1001	5521	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον	φθόγγον,	φθόγγον	φθόγγον
1001	5522	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὀρνίθων,	ὄρνιθας	ὀρνίθων,	ὀρνίθων,
1001	5523	κακῷ	κακῷ	κακῷ	κακῷ	κακῶι	κακῷ	κακῷ	κακῶι	κακῶι	κακῷ	κακῷ	κακῷ	κακῷ	κακῶι
1002	5524	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας	κλάζοντας
1002	5525	οἴστρῳ	οἴστρῳ	οἴστρῳ	οἴστρῳ	οἴστρωι	οἴστρῳ	οἴστρῳ	οἴστρωι	οἴστρωι	οἴστρῳ	οἴστρῳ	οἴστρῳ	οἴστρῳ	οἴστρωι
1002	5526	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1002	5527	βεβαρβαρωμένῳ.	βεβαρβαρωμένῳ,	βεβαρβαρωμένῳ·	βεβαρβαρωμένῳ,	βεβαρβαρωμένωι·	βεβαρβαρωμένῳ·	βεβαρβαρωμένῳ·	βεβαρβαρωμένωι·	βεβαρβαρωμένωι·	βεβαρβαρωμένῳ·	βεβαρβαρωμένῳ·	βεβαρβαρωμένῳ·	βεβαρβαρωμένῳ·	βεβαρβαρωμένωι,
1003	5528	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1003	5529	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας	σπῶντας
1003	5530	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν
1003	5531	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν	χηλαῖσιν
1003	5532	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους	ἀλλήλους
1003	5533	φοναῖς	φοναῖς	φοναῖς	φονὰς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς	φοναῖς
1004	5534	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·	ἔγνων·
1004	5535	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν	πτερῶν
1004	5536	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
1004	5537	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος	ῥοῖβδος
1004	5538	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ
1004	5539	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος	ἄσημος
1004	5540	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.	ἦν.
1005	5541	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς	εὐθὺς
1005	5542	δὲ	δὲ	δὲ	δὲ,	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ
1005	5543	δείσας	δείσας,	δείσας	δείσας,	δείσας	δείσας	δείσας	δείσας	δείσας	δείσας,	δείσας	δείσας	δείσας	δείσας
1005	5544	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων	ἐμπύρων
1005	5545	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην	ἐγευόμην
1006	5546	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι	βωμοῖσι
1006	5547	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·	παμφλέκτοισιν·
1006	5548	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ
1006	5549	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ	δὲ
1006	5550	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων	θυμάτων
1007	5551	Ἥφαιστος	ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος	Ἥφαιστος
1007	5552	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ
1007	5553	ἔλαμπεν,	ἔλαμπεν·	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,	ἔλαμπεν,
1007	5554	ἀλλʼ	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ’	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾿	ἀλλ᾽	ἀλλ᾽
1007	5555	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ	ἐπὶ
1007	5556	σποδῷ	σποδῷ	σποδῷ	σποδῷ	σποδῶι	σποδῷ	σποδῷ	σποδῶι	σποδῶι	σποδῷ	σποδῷ	σποδῷ	σποδῷ	σποδῶι
1008	5557	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα	μυδῶσα
1008	5558	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς	κηκὶς
1008	5559	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων
1008	5560	ἐτήκετο	ἐτήκετο,	ἐτήκετο	ἐτήκετο,	ἐτήκετο,	ἐτήκετο	ἐτήκετο	ἐτήκετο,	ἐτήκετο	ἐτήκετο,	ἐτήκετο	ἐτήκετο	ἐτήκετο	ἐτήκετο
1009	5561	κἄτυφε	κἄτυφε,	κἄτυφε	κἄτυφε,	κἄτυφε	κἄτυφε	κἄτυφε	κἄτυφε	κἄτυφε	κἄτυφε,	κἄτυφε	κἄτυφε	κἄτυφε	κἄτυφε
1009	5562	κἀνέπτυε,	κἀνέπτυε·	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε·	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,	κἀνέπτυε,
1009	5563	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1009	5564	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μεταρσίοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι	μετάρσιοι
1010	5565	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ	χολαὶ
1010	5566	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,	διεσπείροντο,
1010	5567	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1010	5568	καταρρυεῖς	καταῤῥυεῖς	καταῤῥυεῖς	καταῤῥυεῖς	καταρρυεῖς	καταρρυεῖς	καταρρυεῖς	καταρρυεῖς	καταρρυεῖς	καταῤῥυεῖς	καταρρυεῖς	καταρρυεῖς	καταρρυεῖς	καταρρυεῖς
1011	5569	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ	μηροὶ
1011	5570	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς	καλυπτῆς
1011	5571	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο	ἐξέκειντο
1011	5572	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.	πιμελῆς.
1012	5573	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα	τοιαῦτα
1012	5574	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς	παιδὸς
1012	5575	τοῦδʼ	τοῦδ᾽	τοῦδ᾽	τοῦδ᾽	τοῦδ᾽	τοῦδ᾽	τοῦδ’	τοῦδ᾽	τοῦδ᾽	τοῦδ᾽	τοῦδ᾽	τοῦδ᾿	τοῦδ᾽	τοῦδ᾽
1012	5576	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον	ἐμάνθανον
1012	5577	πάρα,	πάρα,	πάρα	πάρα,	πάρα	πάρα,	πάρα,	πάρα·	πάρα	πάρα	πάρα	πάρα	πάρα	πάρα,
1013	5578	φθίνοντʼ	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ’	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾽	φθίνοντ᾿	φθίνοντ᾽	φθίνοντ᾽
1013	5579	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων	ἀσήμων
1013	5580	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων	ὀργίων
1013	5581	μαντεύματα.	μαντεύματα.	μαντεύματα.	μαντεύματα·	μαντεύματα·	μαντεύματα·	μαντεύματα·	μαντεύματα	μαντεύματα.	μαντεύματα.	μαντεύματα·	μαντεύματα.	μαντεύματα.	μαντεύματα·
1014	5582	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ
1014	5583	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
1014	5584	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος	οὗτος
1014	5585	ἡγεμών,	ἡγεμὼν,	ἡγεμών,	ἡγεμὼν,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,	ἡγεμών,
1014	5586	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλοις
1014	5587	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
1014	5588	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.	ἐγώ.
1015	5589	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1015	5590	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα
